,budget,popularity,runtime,revenue,belongs_to_collection_missing,genres_action,genres_adventure,genres_comedy,genres_crime,genres_drama,genres_family,genres_horror,genres_romance,genres_science_fiction,genres_thriller,IsProductionFromUSA,IsEnglishLanguage,Keywords_aftercreditsstinger,Keywords_based_on_novel,Keywords_biography,Keywords_duringcreditsstinger,Keywords_independent_film,Keywords_murder,Keywords_revenge,Keywords_sport,Keywords_violence,Keywords_woman_director,homepageavaialble,Year,realesemonthseason
33,0.0,2.2251483867472035,125.0,8.877939834725023,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,0
34,18.757152987716434,2.3719349274288093,91.0,19.36855631746733,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2007,0
35,17.216707972959764,2.222933692083364,94.0,17.513007450073736,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,0
36,0.0,1.1315630662791192,105.0,11.928736865132537,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2000,0
37,17.72753358339242,2.68624375951047,127.0,19.061795204185188,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0
38,0.0,0.28462239641332077,90.0,11.430641079947755,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,0
39,15.150511887854474,1.4001814870716887,123.0,9.607370001263245,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1965,0
40,0.0,1.3715933285319293,118.0,12.001511614739405,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,0
41,14.914123179965662,2.371991092465212,126.0,16.601618359255742,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1967,1
42,17.034386422832473,1.3792694944205581,108.0,17.008566828481705,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,0
43,15.607270193858982,2.3401783286778697,92.0,13.836216698538003,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0
44,16.52356082573315,1.8893856015065646,88.0,17.66937547592761,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2005,0
45,15.178239677022763,1.2184873567201466,95.0,15.274125813221904,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,0
46,18.197537205138154,2.870510772230502,91.0,20.309174803787407,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,0
47,17.599700214609808,3.0600593035788934,167.0,18.863827676603687,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,1
48,0.0,2.301022472738696,94.0,13.390789233250414,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017,0
49,17.453096744006448,2.2089014696292772,118.0,18.603002309079653,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,0
50,13.235693848424024,0.9450352220710996,102.0,14.220976332738882,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2008,0
51,16.300417291085605,1.6998866582300463,160.0,17.047631635898284,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1965,1
52,0.0,0.6994597145274234,97.0,16.213405921671733,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1980,1
53,0.0,1.8579901516028996,98.0,16.67854275040142,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1988,0
54,16.811242881518265,2.278272010872873,107.0,17.64566318153949,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,0
55,0.0,2.314782204874052,95.0,17.411402659919723,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993,1
56,0.0,1.373204055702274,97.0,13.870887552685641,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2009,0
57,18.643824303266577,2.8925263240395505,125.0,19.28865111788086,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1997,1
58,0.0,1.0586392392475237,95.0,11.691607071843588,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2008,1
59,16.454567959008102,1.5910863478370354,95.0,17.05351945269176,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,0
60,18.826145858727198,3.180761743971511,144.0,20.21084888268541,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,0
61,15.201805169084134,1.0300018440466818,105.0,16.48273883399067,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1956,0
62,0.0,1.9989920429447003,124.0,17.043635081460696,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1998,0
63,15.424948670398354,2.168269850382232,100.0,16.454567959008102,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1989,1
64,16.300417291085605,2.4982093584385368,115.0,16.686524659549985,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,0
65,14.220976332738882,2.284652867405512,92.0,16.28412859905434,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1988,0
66,16.300417291085605,1.8156688483418828,108.0,12.230477411818724,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2010,0
67,0.0,1.988360805157415,133.0,11.945493287169603,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,0
68,14.508658238524095,2.7268580200150834,129.0,16.390398593507353,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1962,1
69,18.258161826219297,1.1752053608774078,104.0,18.88106508710607,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2006,1
70,17.182806422433504,2.5720086893343233,103.0,16.866025765026475,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,0
71,0.0,2.1595793602148063,126.0,16.63428922148404,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,0
72,16.213405921671733,2.2289798867400576,85.0,15.927702889447257,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990,0
73,0.0,0.6520939092972861,90.0,9.76388059814971,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,0
74,13.005831808336863,1.2477607640196853,84.0,14.648420115681892,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1976,0
75,16.648723960844016,2.366990886573704,106.0,17.03127105523471,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2011,0
76,13.122365377402328,0.5072169202208264,157.0,13.122365377402328,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0
77,15.607270193858982,2.438163164741234,98.0,17.500541240048012,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1980,1
78,0.0,1.290168573798162,122.0,17.388139891531882,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1981,1
79,14.220976332738882,2.0329557516497165,102.0,13.566819685150076,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,0
80,16.52356082573315,1.7891026095667693,118.0,16.038778704856128,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2002,1
81,16.14615079900646,1.6769182272504042,104.0,16.26549841472407,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,0
82,17.57671069691365,2.4805603014186963,104.0,18.337025391027108,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2005,1
83,17.147715103853763,2.138048246517662,116.0,17.51435662992746,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1984,1
84,14.508658238524095,2.419473595341448,85.0,16.388250489940827,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2011,0
85,17.72753358339242,2.1114940766438863,109.0,18.839536476134583,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,1
86,15.894952224644102,2.374128149991998,105.0,18.48139948839795,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1979,1
87,15.830413711839864,2.5888369932369226,91.0,17.293423518540404,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1995,0
88,16.811242881518265,2.6847937201143406,126.0,16.392880612060882,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2017,0
89,0.0,1.6789423330574789,109.0,18.757738473424897,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1993,0
90,17.216707972959764,3.268117886916404,111.0,19.013725787096668,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2003,0
91,0.0,1.5752521824525545,106.0,12.279973453369708,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,0
92,17.370858648025116,0.9898266547245838,135.0,16.52356082573315,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,0
93,0.0,2.729342828907212,96.0,14.817786306967594,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008,0
94,16.52356082573315,2.9540795173801473,147.0,16.817092687696285,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2001,0
95,0.0,0.16717661561748065,72.0,9.571783927990017,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,1
96,14.731801689838349,1.3717782604849813,98.0,8.119398589612294,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,0
97,0.0,0.7139845664264179,158.0,11.19822841866684,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1
98,16.166885910365842,2.485199523562956,90.0,16.951004817371683,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
99,15.607270193858982,1.8763775400995617,120.0,17.6574558465306,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1988,0
100,15.76142084987672,2.192603025509451,91.0,16.03790481564776,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1990,0
101,17.909855136853043,2.5600496813209923,135.0,19.563444971118127,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2001,1
102,0.0,0.7258844213553642,102.0,16.52096205201705,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007,0
103,0.0,1.2241544774222377,121.0,15.485206907530323,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,0
104,0.0,0.9518057412266787,117.0,18.82295072641198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0
105,16.204273438942487,2.670982885057552,105.0,16.61920185380939,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,0
106,17.249497794707484,2.017985597848489,105.0,16.532473852504896,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,0
107,18.09217669086922,3.079850465149419,177.0,19.162618093443648,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995,0
108,16.454567959008102,1.5838730995876467,97.0,16.735181753294004,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1999,0
109,16.52356082573315,1.4376272422238767,189.0,17.358271822748165,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1966,0
110,18.132998684833918,2.6487806898752093,123.0,18.029590382341286,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,0
111,17.370858648025116,1.8072561070175799,111.0,16.90813507737768,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004,0
112,18.420680753952364,2.5413596806445984,122.0,18.35689670079136,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,0
113,16.811242881518265,1.7262592413543243,106.0,17.760674273034528,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1988,0
114,18.34811006187022,3.4986484499466184,178.0,20.585575367339324,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2001,1
115,17.034386422832473,1.7929670731142173,86.0,17.543718267525534,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2002,0
116,0.0,0.9850751016261305,145.0,5.7430031878094825,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,0
117,0.0,2.5141426653116854,100.0,19.351369043639632,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2007,0
118,0.0,1.6685034842693303,107.0,14.401289653491293,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1993,1
119,16.358446621791025,1.97172004665793,113.0,16.750150153305523,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,0
120,18.31532023940565,2.2349468393122556,90.0,19.66577381095219,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2001,0
121,18.826145858727198,2.599235727392867,88.0,19.920303792611403,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1999,1
122,14.220976332738882,1.0855972931906135,94.0,15.535622743009913,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1990,0
123,17.034386422832473,2.2374251521485697,115.0,18.326773949941376,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,0
124,15.830413711839864,2.8551277538101965,95.0,17.92182873285675,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2009,1
125,17.50439003707821,2.7487117347493077,125.0,15.816990693309524,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2008,1
126,0.0,1.9014965935467882,105.0,16.5563506464056,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1978,1
127,16.118095750958314,2.184581207952232,111.0,16.301137198496722,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,1
128,16.705882371415992,2.39149382719587,100.0,17.648521372886957,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2005,0
129,14.690979711984754,1.829482426689665,120.0,15.56141874028948,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996,0
130,15.201805169084134,2.409692771473629,90.0,16.097893045681612,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,1
131,15.607270193858982,2.227654521059415,93.0,8.557759153162898,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2011,0
132,0.0,0.7323558744102258,97.0,14.712645789110677,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,0
133,17.989897843244528,2.5447121126559256,95.0,19.171062453510984,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,0
134,16.118095750958314,2.552603848920598,100.0,17.312018149733785,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2007,0
135,14.508658238524095,0.8639413010234098,90.0,12.611541086966115,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2006,1
136,0.0,1.2499109052267414,92.0,11.700905979615861,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2012,0
137,16.012735246411598,2.2913500152068504,79.0,15.285864548115635,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,0
138,0.0,2.4199842327496044,93.0,14.935839001443595,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2010,0
139,18.5159909328476,0.6487228721576969,133.0,19.826070497042362,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2003,0
140,16.477167789329172,0.4608348491521923,176.0,16.454567959008102,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1968,1
141,0.0,2.0805049760330325,101.0,17.264443261931465,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2003,0
142,15.068273812173887,1.8490571511475322,108.0,13.330705120457191,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,0
143,16.705882371415992,2.037972462845677,98.0,12.853633897869235,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2008,0
144,15.201805169084134,1.976389054917436,108.0,16.213405921671733,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1967,0
145,0.0,1.5698258106982994,88.0,9.125762395500885,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2016,1
146,0.0,2.422938777255797,90.0,16.78645677956257,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1988,0
147,17.484187330270895,2.7168054947504308,126.0,18.27864371502934,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2013,0
148,0.0,2.3343470005963827,87.0,18.80739820807371,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992,0
149,17.034386422832473,1.8572284948120548,113.0,12.97681723877299,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2012,0
150,0.0,0.778701746916074,108.0,2.9444389791664403,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980,1
151,0.0,0.8239311148750581,100.0,9.735423867488873,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,0
152,0.0,1.5085498249869402,92.0,5.488937726156687,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1988,0
153,15.201805169084134,2.415949313383956,91.0,17.7749104627067,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2015,0
154,0.0,1.2865999847553509,90.0,15.4431594395216,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1983,0
155,16.811242881518265,2.278269244419198,72.0,18.51474180757216,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,0
156,15.068273812173887,0.569951334541042,126.0,15.927278185925672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,0
157,0.0,0.44633190162492953,94.0,13.012068485488832,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994,0
158,17.968124044033623,1.9527094101734417,102.0,16.781453193636224,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2000,0
159,17.281246492014,2.1455815141843666,107.0,16.73611300668165,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995,0
160,15.068273812173887,1.69688159596579,98.0,11.642057193250064,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2006,0
161,0.0,0.8412171244139232,88.0,16.323246052084766,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1988,0
162,11.736077016252437,2.472375883306004,90.0,14.978661680269907,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2011,0
163,16.012735246411598,1.9454892033272335,93.0,16.65435823460973,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1998,0
